Año;Provincia;Área de salud;Ratio de Medicina de familia;Ratio de Pediatría;Ratio de Enfermería;Ratio de Auxiliar administrativo;
2015;MÁLAGA;Costa del Sol;1787;1430;2342;3657
2015;MÁLAGA;A.G.S. Norte de Málaga;1353;1152;1590;2437
2015;MÁLAGA;Málaga;1532;1206;1884;3218
2015;MÁLAGA;A.G.S. Serranía de Málaga;1151;958;1198;2344
2015;MÁLAGA;Valle del Guadalhorce;1640;1379;1708;2076
2015;SEVILLA;Aljarafe;1651;1218;2072;3013
2015;SEVILLA;Sevilla;1449;940;1662;2781
2015;SEVILLA;A.G.S. de Osuna;1448;955;1706;3876
2015;SEVILLA;Sevilla Norte;1391;1173;1736;2024
2015;SEVILLA;A.G.S. Sur de Sevilla;1530;1094;1696;3143
2016;ALMERÍA;Almería;1432;1023;1671;2626
2016;ALMERÍA;A.G.S. Norte de Almería;1242;1065;1499;3202
2016;ALMERÍA;Poniente de Almería;1581;1207;2061;2763
2016;CÁDIZ;Bahía de Cádiz-La Janda;1521;1007;2001;3368
2016;CÁDIZ;A.G.S. Campo de Gibraltar;1560;974;1607;3297
2016;CÁDIZ;Jerez-Costa Noroeste;;;;
2016;CÁDIZ;Sierra de Cádiz;;;;
2016;CÁDIZ;A.G.S. Norte de Cádiz;1538;1057;1812;3126
2016;CÓRDOBA;Córdoba;1457;1043;2011;3075
2016;CÓRDOBA;A.G.S. Norte de Córdoba;1101;989;1075;2244
2016;CÓRDOBA;A.G.S. Sur de Córdoba;1422;1016;1540;3061
2016;CÓRDOBA;Guadalquivir;1332;909;1412;2671
2016;GRANADA;Granada;1432;981;1760;2788
2016;GRANADA;A.G.S. Nordeste de Granada;1038;830;1098;2409
2016;GRANADA;A.G.S. Sur de Granada;1197;955;1262;2570
2016;GRANADA;Metropolitano de Granada;1399;1132;1820;3746
2016;HUELVA;Condado-Campiña;1575;1124;1790;1941
2016;HUELVA;Huelva-Costa;1449;1246;1766;3326
2016;HUELVA;A.G.S. Norte de Huelva;1039;511;1062;2060
2016;JAÉN;Jaén;1391;845;1611;3639
2016;JAÉN;Jaen Nordeste;;;;
2016;JAÉN;Jaén Norte;;;;
2016;JAÉN;Jaén Sur;1243;975;1423;2644
2016;JAÉN;A.G.S. Norte de Jaén;1245;857;1377;2412
2016;MÁLAGA;A.G.S. Este de Málaga - Axarquia;1388;839;1501;2654
2016;MÁLAGA;Costa del Sol;1812;1413;2553;3692
2016;MÁLAGA;A.G.S. Norte de Málaga;1351;1145;1542;2433
2016;MÁLAGA;Málaga;1552;1190;1933;3232
2016;MÁLAGA;A.G.S. Serranía de Málaga;1132;931;1260;2301
2016;MÁLAGA;Valle del Guadalhorce;1658;1364;1888;2091
2016;SEVILLA;Aljarafe;1644;1210;2081;3027
2016;SEVILLA;Sevilla;1471;947;1685;2772
2016;SEVILLA;A.G.S. de Osuna;1441;939;1662;3852
2016;SEVILLA;Sevilla Norte;1407;1146;1696;2015
2016;SEVILLA;A.G.S. Sur de Sevilla;1532;1103;1733;3143
